Exch,Exchange Segment,Symbol,Token,Instrument Type,Instrument Name,Formatted Ins Name,Lot Size,Tick Size,Trading Symbol
BSE,bse_cm,763PFCL26,954665,D,PFCL-7.63%-14-08-26-PVT,763PFCL26,1,0.01,763PFCL26
BSE,bse_cm,863LTF831,954678,D,LTF--8.63%-12-08-31-PVT,863LTF831,1,0.01,863LTF831
BSE,bse_cm,790HDFCB26,954696,D,HDFCB-7.90%-24-08-26-PVT,790HDFCB26,1,0.01,790HDFCB26
BSE,bse_cm,ECLNIFT26A,954704,D,ECL-NIFTY-G6H601A-17-08-26-PVT,ECLNIFT26A,10,0.01,ECLNIFT26A
BSE,bse_cm,10BUDPL37,954708,E,BUDPL-10%-21-4-37-PVT,10BUDPL37,10,0.01,10BUDPL37
BSE,bse_cm,10BUDPL37A,954709,E,BUDPL-10%-22-4-37-PVT,10BUDPL37A,1,0.01,10BUDPL37A
BSE,bse_cm,10BUDPL37B,954711,E,BUDPL-10%-23-4-37-PVT,10BUDPL37B,10,0.01,10BUDPL37B
BSE,bse_cm,910IGIC26,954712,D,IGICL-9.10%-17-08-26-PVT,910IGIC26,1,0.01,910IGIC26
BSE,bse_cm,813PGCIL26,954721,D,PGCIL-8.13%-25-4-26-PVT,813PGCIL26,1,0.01,813PGCIL26
BSE,bse_cm,813PGCIL27,954722,D,PGCIL-8.13%-25-4-27-PVT,813PGCIL27,1,0.01,813PGCIL27
BSE,bse_cm,813PGCIL28,954723,D,PGCIL-8.13%-25-4-28-PVT,813PGCIL28,1,0.01,813PGCIL28
BSE,bse_cm,813PGCIL29,954724,D,PGCIL-8.13%-25-4-29-PVT,813PGCIL29,1,0.01,813PGCIL29
BSE,bse_cm,813PGCIL30,954725,D,PGCIL-8.13%-25-4-30-PVT,813PGCIL30,1,0.01,813PGCIL30
BSE,bse_cm,813PGCIL31,954726,D,PGCIL-8.13%-25-4-31-PVT,813PGCIL31,1,0.01,813PGCIL31
BSE,bse_cm,797PGCIL26,954730,D,PGCIL-7.97%-15-7-26-PVT,797PGCIL26,1,0.01,797PGCIL26
BSE,bse_cm,797PGCIL31,954731,D,PGCIL-7.97%-15-7-31-PVT,797PGCIL31,1,0.01,797PGCIL31
BSE,bse_cm,875BFL26B,954734,D,875BFL26B,875BFL26B,1,0.01,875BFL26B
BSE,bse_cm,875ILFSF26,954738,D,ILFSFSL-8.75%-16-08-26-PVT,875ILFSF26,1000,0.01,875ILFSF26
BSE,bse_cm,758NTPC26,954741,D,NTPC-7.58%-23-08-26-PVT,758NTPC26,1,0.01,758NTPC26
BSE,bse_cm,925BCL26,954744,D,BFL-9.25%-18-08-26-PVT,925BCL26,1,0.01,925BCL26
BSE,bse_cm,768NHAI41,954781,D,NHAI-7.68%-30-08-41-PVT,768NHAI41,1,0.01,768NHAI41
BSE,bse_cm,840ICICI26,954796,D,ICICI-8.40%-13-05-26-PVT,840ICICI26,1,0.01,840ICICI26
BSE,bse_cm,855LTF31,954815,D,LTF-8.55%-05-09-31-PVT,855LTF31,1,0.01,855LTF31
BSE,bse_cm,824IIL26,954841,D,IIL-8.24%-29-08-26-PVT,824IIL26,1,0.01,824IIL26
BSE,bse_cm,851ILFS26,954850,D,ILFS-8.51%-12-9-26-PVT,851ILFS26,1000,0.01,851ILFS26
BSE,bse_cm,121PFLPER,954872,D,PFL-12.10%-PERPETUAL-PVT,121PFLPER,1,0.01,121PFLPER
BSE,bse_cm,747NTPC26,954875,D,NTPC-7.47%-16-9-26-PVT,747NTPC26,1,0.01,747NTPC26
BSE,bse_cm,795HDFC26,954921,D,HDFCBANK-7.95%-21-9-26-PVT,795HDFC26,1,0.01,795HDFC26
BSE,bse_cm,756PFCL26,954922,D,PFC-7.56%-16-9-26-PVT,756PFCL26,1,0.01,756PFCL26
BSE,bse_cm,925BCL26A,954925,D,BCL-9.25%-14-09-26-PVT,925BCL26A,1,0.01,925BCL26A
BSE,bse_cm,10AHFL26,954934,D,AHFL-10%-19-09-26-PVT,10AHFL26,1,0.01,10AHFL26
BSE,bse_cm,805BFL26,954935,D,BFL-8.05%-23-09-26-PVT,805BFL26,1,0.01,805BFL26
BSE,bse_cm,8YES26,954975,D,YBL-8%-30-09-26-PVT,8YES26,1,0.01,8YES26
BSE,bse_cm,757MML26,954977,D,MML-7.57%-25-9-26-PVT,757MML26,1,0.01,757MML26
BSE,bse_cm,815TSL26,954979,D,TSL-8.15%-4-10-26-PVT,815TSL26,1,0.01,815TSL26
BSE,bse_cm,84300LTF,954984,D,LTF-8.4300 %-28-9-26-PVT,84300LTF,1,0.01,84300LTF
BSE,bse_cm,755PFCL26A,954989,D,PFC-7.55%-25-9-26-PVT,755PFCL26A,1,0.01,755PFCL26A
BSE,bse_cm,PREPLZC28,954991,D,PREPL-ZC-25-09-28-PVT,PREPLZC28,10,0.01,PREPLZC28
BSE,bse_cm,845BFL26,955000,D,BFL-8.45%-29-9-26-PVT,845BFL26,1,0.01,845BFL26
BSE,bse_cm,869ILFSL26,955027,D,ILFSL-8.69%-29-09-26-PVT,869ILFSL26,1000,0.01,869ILFSL26
BSE,bse_cm,806BFL29,955031,D,BFL-8.06%-4-10-29-PVT,806BFL29,1,0.01,806BFL29
BSE,bse_cm,850ILFSL26,955032,D,ILFSL-8.50%-30-09-26-PVT,850ILFSL26,1000,0.01,850ILFSL26
BSE,bse_cm,843LTF26,955052,D,LTF-8.43%-1-10-26-PVT,843LTF26,1,0.01,843LTF26
BSE,bse_cm,843LTF31,955054,D,LTF-8.43%-3-10-31-PVT,843LTF31,1,0.01,843LTF31
BSE,bse_cm,8300LTH26,955087,D,LTF-8.3000%-13-10-26--PVT,8300LTH26,1,0.01,8300LTH26
BSE,bse_cm,759THDC26,955089,D,THDC-7.59%-3-10-26-PVT,759THDC26,1,0.01,759THDC26
BSE,bse_cm,975AHFL26,955091,D,AHFL-9.75%-10-10-26-PVT,975AHFL26,1,0.01,975AHFL26
BSE,bse_cm,10AHFL26A,955092,D,AHFL-10%-10-10-26-PVT,10AHFL26A,1,0.01,10AHFL26A
BSE,bse_cm,975AHF26A,955094,D,AHFL-9.75%-10-10-26-PVT,975AHF26A,1,0.01,975AHF26A
BSE,bse_cm,830LTF26,955113,D,LTF-8.30%-20-10-26-PVT,830LTF26,1,0.01,830LTF26
BSE,bse_cm,738NABAR31,955126,D,NABARD-7.38%-20-10-31-PVT,738NABAR31,1,0.01,738NABAR31
BSE,bse_cm,720NABAR31,955145,D,NABARD-7.20%-21-10-31-PVT,720NABAR31,1,0.01,720NABAR31
BSE,bse_cm,975AHFL26A,955147,D,AHFL-9.75%-17-10-26-PVT,975AHFL26A,1,0.01,975AHFL26A
BSE,bse_cm,995ECL26,955156,D,ECL-9.95%-9-10-26-PVT,995ECL26,1,0.01,995ECL26
BSE,bse_cm,795SPTL26,955174,E,SPTL-7.95%-28-10-26-PVT,795SPTL26,1,0.01,795SPTL26
BSE,bse_cm,749NTPC31,955183,D,NTPC-7.49%-7-11-31-PVT,749NTPC31,1,0.01,749NTPC31
BSE,bse_cm,752REC26,955229,D,REC-7.52%-7-11-26-PVT,752REC26,1,0.01,752REC26
BSE,bse_cm,815LTF26,955248,D,LTF-8.15%-13-11-26-PVT,815LTF26,1,0.01,815LTF26
BSE,bse_cm,772HDFCB26,955251,D,HDFCB-7.72%-18-11-26-PVT,772HDFCB26,1,0.01,772HDFCB26
BSE,bse_cm,9AHFL26,955256,D,AHFL-9%-16-11-26-PVT,9AHFL26,1,0.01,9AHFL26
BSE,bse_cm,795LTF26,955257,D,LTF-7.95%-16-11-26-PVT,795LTF26,1,0.01,795LTF26
BSE,bse_cm,784ABL26,955282,D,ABL-7.84%-23-11-26-PVT,784ABL26,1,0.01,784ABL26
BSE,bse_cm,790SPTL26,955294,E,SPTL-7.90%-18-11-26-PVT,790SPTL26,1,0.01,790SPTL26
BSE,bse_cm,84MRHFL26,955310,D,MRHFL-8.40%-24-11-26-PVT,84MRHFL26,1,0.01,84MRHFL26
BSE,bse_cm,824APSEZ26,955311,D,APSEZL-8.24%-27-11-26-PVT,824APSEZ26,1,0.01,824APSEZ26
BSE,bse_cm,10SIDC26,955319,D,SIDC-10%-30-11-26-PVT,10SIDC26,1,0.01,10SIDC26
BSE,bse_cm,805BFL26A,955329,D,BFL-8.05%-2-12-26-PVT,805BFL26A,1,0.01,805BFL26A
BSE,bse_cm,850SFL26,955331,D,SFL-8.50%-1-12-26-PVT,850SFL26,1,0.01,850SFL26
BSE,bse_cm,868ILFSL26,955359,D,ILFSL-8.68%-6-12-26-PVT,868ILFSL26,1000,0.01,868ILFSL26
BSE,bse_cm,824IIL26A,955389,D,IIL-8.24%-30-11-26-PVT,824IIL26A,1,0.01,824IIL26A
BSE,bse_cm,104PFL26,955398,D,PFL-10.40%-7-12-26-PVT,104PFL26,1,0.01,104PFL26
BSE,bse_cm,737NTPC31,955431,D,NTPC-7.37%-14-12-31-PVT,737NTPC31,1,0.01,737NTPC31
BSE,bse_cm,755PGCIL31,955442,D,PGCIL-7.55%-21-9-31-PVT,755PGCIL31,1,0.01,755PGCIL31
BSE,bse_cm,736PGCIL26,955443,D,PGCIL-7.36%-18-10-26-PVT,736PGCIL26,1,0.01,736PGCIL26
BSE,bse_cm,805HDBFS26,955445,D,HDBFS-8.05%-4-12-26-PVT,805HDBFS26,1,0.01,805HDBFS26
BSE,bse_cm,835KMIL26,955462,D,KMIL-8.35%-18-12-26-PVT,835KMIL26,1,0.01,835KMIL26
BSE,bse_cm,754REC26,955484,D,RRCL-7.54%-30-12-2026-PVT,754REC26,1,0.01,754REC26
BSE,bse_cm,748NABAR31,955488,D,NABARD-7.48%-22-12-31-PVT,748NABAR31,1,0.01,748NABAR31
BSE,bse_cm,73NABARD31,955498,D,NABARD-7.30%-26-12-31-PVT,73NABARD31,1,0.01,73NABARD31
BSE,bse_cm,85SFL26,955512,D,SFL-8.50%-29-12-26-PVT,85SFL26,1,0.01,85SFL26
BSE,bse_cm,805LTF27,955513,D,LTF-8.05%-4-1-27-PVT,805LTF27,1,0.01,805LTF27
BSE,bse_cm,810IIL26,955522,D,IIL-8.10%-25-12-26-PVT,810IIL26,1,0.01,810IIL26
BSE,bse_cm,104PFL27,955542,D,PFL-10.40%-6-1-27-PVT,104PFL27,1,0.01,104PFL27
BSE,bse_cm,723PFCL27,955561,D,PFCL-7.23%-5-1-27-PVT,723PFCL27,1,0.01,723PFCL27
BSE,bse_cm,71PFCL27,955584,D,PFC-7.10%-11-1-27-PVT,71PFCL27,1,0.01,71PFCL27
BSE,bse_cm,716NABAR32,955588,D,NABARD-7.16%-12-1-32-PVT,716NABAR32,1,0.01,716NABAR32
BSE,bse_cm,EFCLNIFT27,955590,D,EFCL-NIFTY-H7A701A -8-1-27-PVT,EFCLNIFT27,10,0.01,EFCLNIFT27
BSE,bse_cm,722NHAI47,955600,D,NHAI-7.22%-24-1-47-PVT,722NHAI47,1,0.01,722NHAI47
BSE,bse_cm,734NABAR32,955603,D,NABARD-7.34%-13-01-32-PVT,734NABAR32,1,0.01,734NABAR32
BSE,bse_cm,718PFCL27,955610,D,PFC-7.18%-20-1-17-PVT,718PFCL27,1,0.01,718PFCL27
BSE,bse_cm,1040PFL27,955625,D,PFL-10.40%-24-01-27-PVT,1040PFL27,1,0.01,1040PFL27
BSE,bse_cm,805LTF27A,955641,D,LTF-8.05%-29-1-27-PVT,805LTF27A,1,0.01,805LTF27A
BSE,bse_cm,115PFLPER,955693,D,PFL-11.5%-PERPETUAL-PVT,115PFLPER,1,0.01,115PFLPER
BSE,bse_cm,722IREDA27,955697,D,IREDAL-7.22%-6-2-27-PVT,722IREDA27,1,0.01,722IREDA27
BSE,bse_cm,897UPPCL26,955771,D,UPPCL-8.97%-13-2-26-PVT,897UPPCL26,1,0.01,897UPPCL26
BSE,bse_cm,897UPPCL27,955772,D,UPPCL-8.97%-15-2-27-PVT,897UPPCL27,1,0.01,897UPPCL27
BSE,bse_cm,85ILFSFS27,955782,D,ILFSFSL-8.5%-20-2-27-PVT,85ILFSFS27,1000,0.01,85ILFSFS27
BSE,bse_cm,76PFCL27,955784,D,PFC-7.60%-20-2-27-PVT,76PFCL27,1,0.01,76PFCL27
BSE,bse_cm,76IREDA27,955805,D,IREDA-7.60%-23-2-27-PVT,76IREDA27,1,0.01,76IREDA27
BSE,bse_cm,9ECL27,955815,D,ECL-9.00%-05-03-27-PVT,9ECL27,1,0.01,9ECL27
BSE,bse_cm,1025PFL27,955817,D,PCL-10.25%-03-03-27-PVT,1025PFL27,1,0.01,1025PFL27
BSE,bse_cm,115PFLPERP,955840,D,PFL-11.50%-PERPETUAL-PVT,115PFLPERP,1,0.01,115PFLPERP
BSE,bse_cm,822APSEZ27,955845,D,APSEZL-8.22%-8-3-27-PVT,822APSEZ27,1,0.01,822APSEZ27
BSE,bse_cm,790IWAI27,955852,D,IWAI-7.90%-3-3-27-PVT,790IWAI27,1,0.01,790IWAI27
BSE,bse_cm,785IREDA27,955858,D,IREDA-7.85%-6-3-27-PVT,785IREDA27,1,0.01,785IREDA27
BSE,bse_cm,789PGCIL27,955882,D,PGCIL-7.89%-9-3-27-PVT,789PGCIL27,1,0.01,789PGCIL27
BSE,bse_cm,795REC27,955902,D,REC-7.95%-12-3-27-PVT,795REC27,1,0.01,795REC27
BSE,bse_cm,804NABAR32,955912,D,NABARD-8.04%-15-03-32-PVT,804NABAR32,1,0.01,804NABAR32
BSE,bse_cm,771NABAR32,955942,D,NABARD-7.71%-17-3-32-PVT,771NABAR32,1,0.01,771NABAR32
BSE,bse_cm,FFSPLZC27,955968,D,FFSPL-ZC-24-3-27-PVT,FFSPLZC27,1,0.01,FFSPLZC27
BSE,bse_cm,775PFCL27,955986,D,PFC-7.75%-22-03-27-PVT,775PFCL27,1,0.01,775PFCL27
BSE,bse_cm,1108HDFC27,955992,D,HDFCB-11.08%-27-03-27-PVT,1108HDFC27,1,0.01,1108HDFC27
BSE,bse_cm,783IRFC27,955999,D,IRFC-7.83%-21-03-27-PVT,783IRFC27,1,0.01,783IRFC27
BSE,bse_cm,2EARC27,956041,D,EARCL-2%-28-03-27-PVT,2EARC27,1,0.01,2EARC27
BSE,bse_cm,830MRHFL27,956046,D,MRHFL-8.30%-26-3-27-PVT,830MRHFL27,1,0.01,830MRHFL27
BSE,bse_cm,85500KMI27,956048,D,KMIL-8.5500%-24-03-27-PVT,85500KMI27,1,0.01,85500KMI27
BSE,bse_cm,88KTL26,956064,D,KTL-8.8%-25-4-26-PVT,88KTL26,1,0.01,88KTL26
BSE,bse_cm,88KTL27,956065,D,KTL-8.8%-25-4-27-PVT,88KTL27,1,0.01,88KTL27
BSE,bse_cm,914KTL28,956066,D,KTL-9.14%-25-4-28-PVT,914KTL28,1,0.01,914KTL28
BSE,bse_cm,914KTL29,956067,D,KTL-9.14%-25-4-29-PVT,914KTL29,1,0.01,914KTL29
BSE,bse_cm,914KTL30,956068,D,KTL-9.14%-25-4-30-PVT,914KTL30,1,0.01,914KTL30
BSE,bse_cm,914KTL31,956069,D,KTL-9.14%-25-4-31-PVT,914KTL31,1,0.01,914KTL31
BSE,bse_cm,914KTL32,956070,D,KTL-9.14%-25-4-32-PVT,914KTL32,1,0.01,914KTL32
BSE,bse_cm,95KTL33,956071,D,KTL-9.50%-25-4-33-PVT,95KTL33,1,0.01,95KTL33
BSE,bse_cm,95KTL34,956072,D,KTL-9.5%-25-4-34-PVT,95KTL34,1,0.01,95KTL34
BSE,bse_cm,95KTL35,956073,D,KTL-9.5%-25-4-35-PVT,95KTL35,1,0.01,95KTL35
BSE,bse_cm,95KTL36,956074,D,KTL-9.5%-25-4-36-PVT,95KTL36,1,0.01,95KTL36
BSE,bse_cm,95KTL37,956075,D,KTL-9.5%-25-4-37-PVT,95KTL37,1,0.01,95KTL37
BSE,bse_cm,95KTL38,956076,D,KTL-9.5%-25-4-38-PVT,95KTL38,1,0.01,95KTL38
BSE,bse_cm,95KTL39,956077,D,KTL-9.5%-25-4-39-PVT,95KTL39,1,0.01,95KTL39
BSE,bse_cm,95KTL40,956078,D,KTL-9.5%-25-4-40-PVT,95KTL40,1,0.01,95KTL40
BSE,bse_cm,835NICL27,956092,D,NICL-8.95%-26-03-27-PVT,835NICL27,1,0.01,835NICL27
BSE,bse_cm,2EARC7A,956100,D,EARCL-2%-29-3-27-PVT,2EARC7A,1,0.01,2EARC7A
BSE,bse_cm,812IREDA27,956136,D,IREDA-8.12%-24-03-27-PVT,812IREDA27,1,0.01,812IREDA27
BSE,bse_cm,754NABAR32,956141,D,NABARD-7.54%-29-3-32-PVT,754NABAR32,1,0.01,754NABAR32
BSE,bse_cm,805IREDA27,956143,D,IREDA-8.05%-29-3-27-PVT,805IREDA27,1,0.01,805IREDA27
BSE,bse_cm,848UPPCL26,956149,D,UPPCL-8.48%-13-03-26-PVT,848UPPCL26,1,0.01,848UPPCL26
BSE,bse_cm,848UPPCL27,956150,D,UPPCL-8.48%-15-03-27-PVT,848UPPCL27,1,0.01,848UPPCL27
BSE,bse_cm,150HDFCB27,956177,D,HDFCB-1.50%-13-4-27-PVT,150HDFCB27,1,0.01,150HDFCB27
BSE,bse_cm,823ILFSL27,956189,D,ILFSL-8.23%-5-4-27-PVT,823ILFSL27,1000,0.01,823ILFSL27
BSE,bse_cm,150HDFC27A,956208,D,HDFCB-1.50%-24-4-27-PVT,150HDFC27A,1,0.01,150HDFC27A
BSE,bse_cm,2EARC27B,956233,D,EARCL-2%-27-4-27-PVT,2EARC27B,1,0.01,2EARC27B
BSE,bse_cm,2EARC27C,956235,D,EARCL-2%-26-4-27-PVT,2EARC27C,1,0.01,2EARC27C
BSE,bse_cm,825ISEC27,956260,D,ISECPD-8.25%-26-4-27-PVT,825ISEC27,1,0.01,825ISEC27
BSE,bse_cm,975ECL27,956276,D,ECL-9.75%-E7E701A-30-4-27-PVT,975ECL27,10,0.01,975ECL27
BSE,bse_cm,85AFL27,956318,D,AFL-8.50%-11-5-27-PVT,85AFL27,1,0.01,85AFL27
BSE,bse_cm,1025ECL99,956321,D,ECL-10.25%-PERPETUAL-PVT,1025ECL99,1,0.01,1025ECL99
BSE,bse_cm,1025ECL99A,956322,D,ECL-10.25%-PERPETUAL-PVT,1025ECL99A,1,0.01,1025ECL99A
BSE,bse_cm,850MRHFL27,956337,D,MRHFL-8.50%-19-5-27-PVT,850MRHFL27,1,0.01,850MRHFL27
BSE,bse_cm,1010PFL27,956338,D,PFL-10.10%-18-5-27-PVT,1010PFL27,1,0.01,1010PFL27
BSE,bse_cm,82LTF32,956427,D,LTF-8.2%-31-5-32-PVT,82LTF32,1,0.01,82LTF32
BSE,bse_cm,850MRHF27A,956470,D,MRHFL-8.50%-28-5-27-PVT,850MRHF27A,1,0.01,850MRHF27A
BSE,bse_cm,749IRFC27,956528,D,IRFC-7.49%-30-05-27-PVT,749IRFC27,1,0.01,749IRFC27
BSE,bse_cm,744PFCL27,956530,D,PFC-7.44%-11-06-27-PVT,744PFCL27,1,0.01,744PFCL27
BSE,bse_cm,752NHPC26,956535,D,NHPC-7.52%-06-06-26-PVT,752NHPC26,1,0.01,752NHPC26
BSE,bse_cm,752NHPC27,956536,D,NHPC-7.52%-06-06-27-PVT,752NHPC27,1,0.01,752NHPC27
BSE,bse_cm,810BFL32,956552,D,BFL-8.10%-07-06-32-PVT,810BFL32,1,0.01,810BFL32
BSE,bse_cm,724NHAI47,956577,D,NHAI-7.24%16-6-47-PVT,724NHAI47,1,0.01,724NHAI47
BSE,bse_cm,ATCPLZC27,956594,D,ATCPL-ZC-16-6-27-PVT,ATCPLZC27,1,0.01,ATCPLZC27
BSE,bse_cm,850MRHF27B,956597,D,MRHFL-8.50%-15-6-27-PVT,850MRHF27B,1,0.01,850MRHF27B
BSE,bse_cm,766ABL27,956607,D,ABL-7.66%-15-06-27-PVT,766ABL27,1,0.01,766ABL27
BSE,bse_cm,815BFL27,956617,D,BFL-8.15%-22-6-27-PVT,815BFL27,1,0.01,815BFL27
BSE,bse_cm,965ECL27,956620,D,ECL-F7F701A-08-06-27-PVT,965ECL27,10,0.01,965ECL27
BSE,bse_cm,727IRFC27,956631,D,IRFC-7.27%-15-6-27-PVT,727IRFC27,1,0.01,727IRFC27
BSE,bse_cm,950AFSL27,956666,D,AFSL-9.50%-30-6-27-PVT,950AFSL27,1,0.01,950AFSL27
BSE,bse_cm,8RPL35,956670,D,RPL-8%-30-6-35-PVT,8RPL35,1,0.01,8RPL35
BSE,bse_cm,756HBL27,956683,D,HBL-7.56%-29-6-27-PVT,756HBL27,1,0.01,756HBL27
BSE,bse_cm,AHREPZC27,956692,D,AHREPL-ZC-29-6-27-PVT,AHREPZC27,10,0.01,AHREPZC27
BSE,bse_cm,99ERCL27,956700,D,ECSL-9.90%-30-6-27-PVT,99ERCL27,1,0.01,99ERCL27
BSE,bse_cm,714NHAI47,956707,D,NHAI-7.14%-12-7-47-PVT,714NHAI47,1,0.01,714NHAI47
BSE,bse_cm,99ERCL27A,956710,D,EAVCL-9.90%-30-6-27-PVT,99ERCL27A,1,0.01,99ERCL27A
BSE,bse_cm,78LTF29,956714,D,LTF-7.80%-13-7-29-PVT,78LTF29,1,0.01,78LTF29
BSE,bse_cm,747ICICI27,956718,D,ICICI-7.47%-25-6-27-PVT,747ICICI27,1,0.01,747ICICI27
BSE,bse_cm,82CFSL27,956752,D,CFSL-8.20%-23-7-27,82CFSL27,1,0.01,82CFSL27
BSE,bse_cm,730PGCIL27,956760,D,PGCIL-7.30%-19-6-27-PVT,730PGCIL27,1,0.01,730PGCIL27
BSE,bse_cm,770ILFS27,956775,D,ILFS-7.70%-2-8-27-PVT,770ILFS27,1000,0.01,770ILFS27
BSE,bse_cm,11PFLPER,956787,D,PFL-11%-PERPETUAL-PVT,11PFLPER,1,0.01,11PFLPER
BSE,bse_cm,720PGCIL27,956797,D,PGCIL-7.20%-9-8-27-PVT,720PGCIL27,1,0.01,720PGCIL27
BSE,bse_cm,73PFCL27,956799,D,PFC-7.30%-7-8-27-PVT,73PFCL27,1,0.01,73PFCL27
BSE,bse_cm,925ECLF27,956802,D,ECL-9.25%-31-7-27-PVT,925ECLF27,1,0.01,925ECLF27
BSE,bse_cm,738NHAI32,956821,D,NHAI-7.38%-24-8-32-PVT,738NHAI32,1,0.01,738NHAI32
BSE,bse_cm,2EARC27D,956835,D,EARCL-2%-28-8-27-PVT,2EARC27D,1,0.01,2EARC27D
BSE,bse_cm,2EARC27E,956836,D,EARCL-2%-27-8-27-PVT,2EARC27E,1,0.01,2EARC27E
BSE,bse_cm,733IRFC27,956844,D,IRFC-7.33%-28-8-27-PVT,733IRFC27,1,0.01,733IRFC27
BSE,bse_cm,925ECL27,956863,D,ECL-925%-15-9-27-PVT,925ECL27,1,0.01,925ECL27
BSE,bse_cm,835SCL27,956882,D,SCL-8.35%-8-9-27-PVT,835SCL27,10,0.01,835SCL27
BSE,bse_cm,803SCL27,956883,D,SCL-8.03%-8-9-27-PVT,803SCL27,1,0.01,803SCL27
BSE,bse_cm,770ILFSL27,956889,D,ILFSL-7.70%-7-9-27-PVT,770ILFSL27,1000,0.01,770ILFSL27
BSE,bse_cm,735NHPC26,956904,D,NHPC-7.35%-15-9-26-PVT,735NHPC26,1,0.01,735NHPC26
BSE,bse_cm,735NHPC27,956905,D,NHPC-7.35%-15-9-27-PVT,735NHPC27,1,0.01,735NHPC27
BSE,bse_cm,850ECL27,956909,D,ECL-8.50%-17-9-27-PVT,850ECL27,1,0.01,850ECL27
BSE,bse_cm,727NABAR32,956922,D,NABARD-7.27%-14-9-32-PVT,727NABAR32,1,0.01,727NABAR32
BSE,bse_cm,808AFL27,956927,D,AFL-8.08%-14-9-27-PVT,808AFL27,1,0.01,808AFL27
BSE,bse_cm,785ILFS27,956929,D,ILFSL-7.85%-20-9-27-PVT,785ILFS27,1000,0.01,785ILFS27
BSE,bse_cm,13WHREPL37,956930,D,WHREPL-13%-17-9-37-PVT,13WHREPL37,10000,0.01,13WHREPL37
BSE,bse_cm,796PFL27,956936,D,PFL-7.96%-20-9-27-PVT,796PFL27,1,0.01,796PFL27
BSE,bse_cm,748NABAR32,956939,D,NABARD-7.48%-17-9-32-PVT,748NABAR32,1,0.01,748NABAR32
BSE,bse_cm,780YES27,956948,D,YBL-7.80%-29-9-27-PVT,780YES27,1,0.01,780YES27
BSE,bse_cm,780YES27A,957039,D,YBL-7.80%-1-10-27-PVT,780YES27A,1,0.01,780YES27A
BSE,bse_cm,925ECL27A,957050,D,EFL-9.25%-6-10-27-PVT,925ECL27A,1,0.01,925ECL27A
BSE,bse_cm,747IWAI27,957067,D,IWAI-7.47%-13-10-27-PVT,747IWAI27,1,0.01,747IWAI27
BSE,bse_cm,16SSRHPL26,957070,D,SSRHPL-16%-31-12-26-PVT,16SSRHPL26,1,0.01,16SSRHPL26
BSE,bse_cm,820SFL27,957073,D,SFL-8.20%-15-10-27-PVT,820SFL27,1,0.01,820SFL27
BSE,bse_cm,16SBIPL26,957076,D,SBIPL-16%-31-12-26-PVT,16SBIPL26,1,0.01,16SBIPL26
BSE,bse_cm,925ECLF27A,957083,D,ECL-9.25%-6-10-27-PVT,925ECLF27A,1,0.01,925ECLF27A
BSE,bse_cm,923OEDL27,957090,D,OEDL-9.23%-13-10-27-PVT,923OEDL27,1,0.01,923OEDL27
BSE,bse_cm,EIPPZC27,957093,D,EIPPL-ZC-3-10-27-PVT,EIPPZC27,10,0.01,EIPPZC27
BSE,bse_cm,765APSEZ27,957109,D,APSEZL-7.65%-30-10-27-PVT,765APSEZ27,1,0.01,765APSEZ27
BSE,bse_cm,84MBEL26,957131,D,MBEL-8.40%-5-10-26-PVT,84MBEL26,1,0.01,84MBEL26
BSE,bse_cm,84MBEL27,957132,D,MBEL-8.40%-4-10-27-PVT,84MBEL27,1,0.01,84MBEL27
BSE,bse_cm,84MBEL28,957133,D,MBEL-8.40%-3-10-28-PVT,84MBEL28,1,0.01,84MBEL28
BSE,bse_cm,84MBEL29,957134,D,MBEL-8.40%-3-10-29-PVT,84MBEL29,1,0.01,84MBEL29
BSE,bse_cm,84MBEL30,957135,D,MBEL-8.40%-29-3-30-PVT,84MBEL30,1,0.01,84MBEL30
BSE,bse_cm,754IRFC27,957144,D,IRFC-7.54%-31-10-27-PVT,754IRFC27,1,0.01,754IRFC27
BSE,bse_cm,81CFSL27,957172,D,CFSL-8.10%-16-11-27,81CFSL27,1,0.01,81CFSL27
BSE,bse_cm,845SFIL27,957173,D,SFIL-8.45%-8-11-27-PVT,845SFIL27,10,0.01,845SFIL27
BSE,bse_cm,2EARCL27F,957179,D,EARCL-2%-20-11-27-PVT,2EARCL27F,1,0.01,2EARCL27F
BSE,bse_cm,764NHAI32,957180,D,NHAI-7.64%-22-11-32-PVT,764NHAI32,1,0.01,764NHAI32
BSE,bse_cm,765PFCL27,957186,D,PFCL-7.65%-22-11-27-PVT,765PFCL27,1,0.01,765PFCL27
BSE,bse_cm,12MFLPER,957187,D,MFL-12%-PERPETUAL-PVT,12MFLPER,2,0.01,12MFLPER
BSE,bse_cm,12MFLPERA,957192,D,MFL-12%-PERPETUAL-PVT,12MFLPERA,2,0.01,12MFLPERA
BSE,bse_cm,845SFIL27A,957196,D,SFIL-8.45%-30-11-27-PVT,845SFIL27A,10,0.01,845SFIL27A
BSE,bse_cm,78NABARD32,957197,D,NABARD-7.80%-26-11-32-PVT,78NABARD32,1,0.01,78NABARD32
BSE,bse_cm,975UPPCL26,957208,D,UPPCL-9.75%-20-10-26-PVT,975UPPCL26,1,0.01,975UPPCL26
BSE,bse_cm,975UPPCL27,957209,D,UPPCL-9.75%-20-10-27-PVT,975UPPCL27,1,0.01,975UPPCL27
